X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
-122.067100704984,47.4653860943431,1,10000032,5733,66,Station 79,79,20505 SE 152nd St,98059
-122.313909908009,47.5523015362919,2,905,490884,664,Cleveland STEM High School,Cleveland,5511 15th Ave S,98108
-122.195782235658,47.6575002005915,3,6600168,35858,663,Northwest University,NW University,5520 108th Ave NE,98033
-122.264083028106,47.3194316463159,4,7,33,660,Evergreen Heights Elementary School,Evergreen Heights,5602 S 316th St,98001
-122.26135948148,47.3338448125925,5,6600283,692199,660,Meredith Hill Elementary School,Hill,5830 S 300th St  ,98001
-122.259132135213,47.468914133583,6,6600241,21158,660,Tukwila Elementary School,Tukwila,5939 S 149th St,98168
-122.362138345222,47.5486221466458,7,882,498220,664,Louisa Boren STEM K-8 School,Boren,5950 Delridge Way SW,98106
-122.364217730897,47.6601784104312,8,6600665,1012520,664,Pacific Crest School,Pacific Crest,600 NW Bright St,98107
-122.351090838088,47.5485179506928,9,892,786088,663,South Seattle College,South Seattle College,6000 16th Ave SW,98106
-122.138594888887,47.6618078042622,10,612,568273,660,Benjamin Rush Elementary School,Rush,6101 152nd Ave NE,98052
-122.325165841968,47.4844213067453,11,1268,152,660,Cedarhurst Elementary School,Cedarhurst,611 S 132nd St,98168
-122.392119311483,47.6734992329571,12,895,324373,660,Adams Elementary School,Adams,6110 28th Ave NW,98107
-122.23530279022,47.2964663229301,13,6600519,47,665,Auburn Maint/Ops/Trans Center,Auburn MOT,615 15th St SW,98001
-122.3052680006,47.5840405509285,14,1191,1268205,660,Giddens School,Giddens,2120 21st Ave S,98144
-122.220143552896,47.2745259840262,15,6600534,57,661,Mt. Baker Middle School,Mt. Baker,620 37th St SE,98002
-122.229658222945,47.3856926447166,16,6600644,616921,661,Mill Creek Middle School,Mill Creek,620 Central Ave N,98032
-122.262930247623,47.6736526004065,17,6600699,834819,660,Sand Point Elementary School,Sand Point,6208 60th Ave NE,98115
-122.154148685554,47.6161685573204,18,163,98414,660,Cedar Park Christian Elementary School,Cedar Park Christian,625 140th Ave NE,98005
-122.255518213995,47.4632055167383,19,650073,607737,65,Tukwila Police Department,Tukwila PD,6200 Southcenter Blvd,98188
-122.472493549493,47.4382703693556,20,6005120,0000000,600,Island Center Forest Natural Area,Island Center Forest Natural Area,SW 188th St and 111th Ave SW,98070
-122.026699311802,47.2282429456222,21,300,0000000,120,Enumclaw Cemetery,Enumclaw Cemetary,SE 416th St & 236th Ave SE,98022
-122.209849483784,47.4415842246016,22,1754,592751,330,Pacific Medical Center Renton,Pacific Medical Center Renton,601 SE Carr Rd,98055
-122.301887436062,47.5988070412922,23,2092,448503,530,Promenade Market,Promenade Market,2301 S Jackson St,98144
-122.231220360813,47.3070458291832,24,570027,712835,570,Auburn Garage at Auburn Station P&R,Auburn Garage at Auburn Station P&R,A St SW & 2nd Ave SW,98001
-122.062181601772,47.5410300356175,25,580029,2661,580,Tibbetts Lot P&R Bicycle Lockers,Tibbetts Lot P&R,1675 Newport Way NW,98027
-122.199891735157,47.6147249942313,26,1842,104693,64,Social Security Office-Bellevue,SSO - Bellevue,505 106th Ave NE,98004
-122.301491338252,47.6640949202258,27,1873,349657,360,Travelodge-University,Travelodge - University,4725 25th Ave NE,98105
-122.356323764162,47.6256813406788,28,6006993,0000000,600,Counterbalance Park,Counterbalance Park,700 Queen Anne Ave N,98109
-122.227004282504,47.2728361306722,29,2057,729097,530,Bartell Drugs-Auburn,Bartell Drugs-Auburn,3902 A St SE,98002
-122.369813827336,47.6625627601881,30,1899,325574,63,Ballard DSHS,Ballard DSHS,907 NW Ballard Way,98107
-121.781368737488,47.4902593525189,31,1935,0000000,300,Mountain View Golf Course,Mountain View GC,340 Orchard Dr,98045
-122.108619278698,47.6722850618006,32,609,0000000,600,Bear Creek Park - Redmond,Bear Creek Park,Avondale Way NE & Union Hill Rd,98052
-122.186477867606,47.5026808384721,33,137,736125,600,McCormick Park -  Bellevue,McCormick Park in Bellevue,NE 12th St,98056
-122.233718592558,47.4715793653771,34,2299,595508,62,KC Development and Environmental Svcs,KC Development and Environmental Svcs,900 Oakesdale Ave SW,98057
-122.38501066414,47.7718822717562,35,1293,154702,600,Richmond Beach Center,Richmond Beach Center,NW 196th St & 21st Pl NW,98177
-122.06769081525,47.6163536113014,36,659,0000000,600,Roadside Park & Viewpoint,Roadside Park & Viewpoint,NE 8th St & E Lake Sammamish Pkwy,98074
-122.195790910434,47.6516641590807,37,453,0000000,600,Central Houghton Park,Central Houghton Park,NE 47th St & 108th Ave NE,98033
-122.251901014792,47.3788774203147,38,2420,803505,64,Kent Carrier Annex Post Office,Kent Carrier Annex Post Office,24800 64th AVE S,98032
-122.217733683961,47.4778240211086,39,679,0000000,690,Renton Center,Renton Center,Sunset Blvd W & Hardie Ave SW,98057
-122.170263289484,47.5104162177561,40,6002351,0000000,600,Honeydew Park,Honeydew Park,SE 104th and 120th Ave SE,98059
-122.296312946153,47.4291064652609,41,1550,397446,360,Comfort Inn,Comfort Inn,19333 Pacific Hwy S,98188
-122.353492039985,47.5160824904206,42,2318,518911,63,White Center Multiservice DSHS,White Center DSHS,9650 15th Ave SW,98106
-122.313981076987,47.6601036247073,43,2917,338412,510,U District Link Light Rail Station,U District Link Light Rail Station,4300 Brooklyn Ave NE,98105
-122.32878260738,47.7019958135881,44,10000070,,570,North Seattle P&R,North Seattle P&R,10001 1st Ave NE,98115
-122.327652787399,47.7036695392058,45,10000071,,570,Northgate Garage,Northgate Garage,120 NE 103rd St,98115
-122.189823779386,47.5865447650436,46,10000072,,570,South Bellevue Station Parking Garage,South Bellevue Station P&R,2000 Bellevue Way SE,98004
-122.167813816296,47.3301359490332,47,10000075,,660,Willow Crest Elementary,Willow Crest,13002 SE 304th St,98092
-122.156182286803,47.5349020455108,48,6005118,0000000,600,Thomas Rouse Road Historical Park,Thomas Rouse Road Historical Park,18501 SE Newport Way,00000
-122.306982349478,47.6219542917938,49,2727,453690,600,Miller Community Center,Miller CC,330 19th Ave E,98112
-122.322633325362,47.7053229288355,50,2729,269699,600,Northgate Community Center,Northgate CC,10510 5th Ave NE,98125
-122.056985354763,47.6350157818444,51,660,376688,300,Sahalee Golf & Country Club,Sahalee GC &  Country Club,21200 NE 28th St,98074
-122.118044628942,47.6409064609148,52,217,0000000,600,NE Goldsmith Park,NE Goldsmith Park,NE 35th St,98008
-122.258493460186,47.5201898621283,53,6007077,0000000,600,Chinook Beach Park,Chinook Beach Park,Rainier Ave S and Ithaca Pl S,98118
-122.335506087172,47.6046176963384,54,1759,832871,64,Passport Office,Passport Office,915 2nd Ave,98174
-122.18514699978,47.2900313945886,55,66,785345,600,Shaughnessy Park,Shaughnessy Park,21st St SE,98092
-122.244673624338,47.4581625457829,56,1325,736994,360,Marriot Residence Inn-Tukwila,Marriott Residence Inn-Tukwila,16201 West Valley Hwy,98188
-122.205575488021,47.7724856441105,57,266,0000000,600,William Penn Park,William Penn Park,100th Ave NE & NE 200th St,98001
-122.342389917412,47.607714236618,58,2145,0000000,600,Aquarium,Aquarium,Alaskan Way & Pike St,98001
-122.16912611653,47.5787694471057,59,2249,183305,530,Factoria QFC,Factoria QFC,3550 128th Ave SE,98006
-122.148991876265,47.5704990847429,60,184,242181,390,Newport Way Library,Newport Way Lib,14250 SE Newport Way,98006
-122.335520001404,47.6095100299023,61,1610,840425,60,Great Northern Railway Bldg,Great Northern Railway Bldg,404 Union St,98101
-122.335331743123,47.6065539089437,62,1446,442520,60,1111 3rd Ave Bldg,1111 3rd Ave Bldg,3rd Ave & Seneca,98101
-122.335884616877,47.6086916115176,63,1802,834134,60,Puget Sound Plaza,Puget Sound Plaza,1325 4th Ave,98101
-122.100977762794,47.673670873182,64,580002,1031875,580,Bear Creek P&R with bicycle lockers,Bear Creek P&R,7760 178th Pl NE,98052
-122.2754337478,47.2939774890935,65,12,0000000,600,Lake Geneva Park,Lake Geneva Park,Military Rd S & S 342nd St,98001
-122.034203941026,47.5303469753843,66,353,571758,180,Issaquah City Hall,Issaquah CH,135 E Sunset Way,98027
-122.355894319351,47.6230009897494,67,2434,448085,64,Queen Anne Post Office,Queen Anne Post Office,415 1st Ave N,98109
-121.98220805952,47.5531022523538,68,6002694,0000000,600,Grand Ridge Park,Grand Ridge Park,280th Dr SE & SE 63rd St,98027
-122.151794140557,47.3703697083811,69,6002322,0000000,600,East Ridge Park,East Ridge Park,143rd Ave SE and SE 257th Pl,98042
-121.98775975836,47.2091800548939,70,3300044,983761,330,St. Elizabeth Hospital,St. Elizabeth Hospital,1455 Battersby Ave,98022
-122.239419057388,47.490275706594,71,650027,784747,65,West Hill Storefront,West Hill,12629 Renton Ave S,98178
-122.29154936362,47.4905492280855,72,2319,734385,64,Citizenship & Immigration Service,Citizenship & Immigration Service,12500 Tukwila International Blvd,98168
-122.230186305153,47.3084692402199,73,650029,707661,65,Auburn Police Department,Auburn PD,340 E Main St,98002
-122.192298591766,47.6144685358906,74,650030,112265,65,Bellevue Police Department,Bellevue PD,450 110th Ave NE,98004
-122.172521572736,47.574216844919,75,650032,0000000,65,Factoria Police Substation,Factoria Police Substation,3915 Factoria Mall Blvd SE,98006
-122.129804499367,47.6800011972638,76,650061,536612,65,Redmond Police Department,Redmond PD,8701 160th Ave NE,98052
-122.240309323419,47.3689798964634,77,6002977,0000000,600,Interurban Trail Site - Kent,Interurban Trail Site - Kent,74th Ave S and S 180th St to 76th Ave S and S 277th St,98032
-122.347038066323,47.6351407225354,78,6007007,0000000,600,Trolley Hill Park,Trolley Hill Park,5th Ave N and Blaine St,98109
-122.295900951317,47.4877643485797,79,1645,735824,330,Highline Medical Center Speciality Campus,Highline Medical Center Specialty Center,12844 Military Rd S,98168
-122.329138039078,47.6041652687345,80,1713,834653,61,Seattle Municipal Court,Seattle Municipal Court,600 5th Ave,98104
-122.303049055525,47.3145015144024,81,2673,868245,330,UW Clinic Federal Way,UW Clinic Federal Way,32018 23rd Ave S,98003
-122.319453117566,47.4053833692729,82,650043,380127,65,Des Moines Police Department,Des Moines PD,21900 11th Ave S,98198
-121.994158027475,47.1986828162114,83,6004414,853422,600,Veterans Triangle Park,Veterans Triangle Park,907 Cole St,98022
-122.323768793336,47.7082484904329,84,1732,839232,60,Northgate Plaza,Northgate Plaza,120 Northgate Plaza,98125
-122.339496689645,47.6078260440183,85,600057,840416,60,"98 Union Bldg, South Arcade",98 Union,98 Union St,98101
-122.247679918494,47.2649117989445,86,650060,729218,65,Pacific Police Department,Pacific PD,133 3rd Ave SE,98047
-122.233662316805,47.376880943865,87,423,0000000,600,Kiwanis Park S 1st,Kiwanis Park S 1st,S 1st St & Crow St,98032
-122.357088610241,47.6262117624374,88,6007147,0000000,600,Kinnear Place,Kinnear Place,Queen Anne Ave and W QA Dr,98119
-122.380438314496,47.7043340716778,89,6007084,0000000,600,Blue Ridge Circle,Blue Ridge Circle,NW Blue Ridge Dr and NW Roundhill,98177
-122.322471189411,47.6539383100656,90,6006985,0000000,600,North Passage Point Park,North Passage Point Park,600 NE Northlake Way,98105
-122.325454819422,47.4071229232835,91,6005308,0000000,600,Big Catch Plaza,Big Catch Plaza,32nd Ave E and E John St,00000
-122.161599800427,47.2920013830614,92,6002385,0000000,600,Neely Bridge Natural Area,Neely Bridge Natural Area,133rd Ave SE and SE 342nd St,98092
-122.208993588389,47.4621257290761,93,690,0000000,600,Talbot Hill Reservoir Park,Talbot Hill Park,S 19th St & Talbot Rd S,98055
-121.908242777129,47.5064561787534,94,6002825,0000000,600,Instebo Park,Instebo Park,Upper Preston Rd SE & 324th Pl SE,98027
-121.857159298561,47.5307779408706,95,6005078,862948,600,Fisher Creek Park,Fisher Creek Park,7805 Fisher Ave SE,98065
-121.878490022507,47.5346299160256,96,6005174,0000000,600,Cottonwood Natural Area,Cottonwood Natural Area,7413 Cottonwood Dr SE,98065
-122.520694287969,47.40581265457,97,6002464,0000000,600,Lisabeula Park,Lisabeula Park,720 29th Ave,00000
-122.372908253019,47.3069292125481,98,325,0000000,600,Olympic View Park,Olympic View Park,32nd Ave SW & Sw 329th St,00000
-122.381393692204,47.6937057786195,99,6007086,0000000,600,Crown Hill Glen,Crown Hill Glen,8735 19th Ave NW,98117
-122.233198143449,47.2967155965688,100,9,0000000,600,GSA Ballfield Park,GSA Park,15th St SW & C St SW,98002
-122.121212199785,47.4380298984929,101,6002804,0000000,600,Lake Youngs Trailhead,Lake Youngs Trailhead,SE 184th St & Old Petrovitsky Rd,98058
-122.194757500352,47.6208734620941,102,6006899,0000000,600,Ashwood Playfield,Ashwood Playfield,10820 NE 10th St,98004
-122.055998736185,47.2838360586688,103,72,863883,600,Whitney Bridge Park,Whitney Bridge Park,SE Green Valley Rd,98092
-121.369170004939,47.4752849215267,104,6002785,0000000,600,Alpine Lakes Wilderness,Alpine Lakes Wilderness,436th Ave SE and SE 114th St,00000
-122.364117411322,47.5633195718207,105,2714,473531,600,Delridge Community Center,Delridge Community Center,4501 Delridge Way SW,98106
-122.384757402869,47.5826948174291,106,1004,461611,390,West Seattle Library,West Seattle Lib,2306 42nd Ave SW,98116
-122.36212880595,47.7785553460999,107,1593,0000000,690,Firdale Village,Firdale Village,3rd Ave NW & NW 205th St,98020
-122.345578637253,47.7190243218068,108,1501,255625,360,Black Angus Motor Inn,Black Angus Motor Inn,12245 Aurora Ave N,98133
-122.216399405159,47.3701146800969,109,376,660558,120,Hillcrest Burial Park Cemetery,Hillcrest Burial Cemetery,1005 Reiten Rd,98030
-122.143746772045,47.5352406095774,110,1932,568622,300,Golf Club at Newcastle,GC at Newcastle,15401 SE Newcastle Coal Creek,98059
-122.217479120551,47.4850211051506,111,671,0000000,600,Kiwanis Bicentennial Air Park,Kiwanis Bicentennial Air Park,Rainier Ave N & Airport Way,98057
-122.059746326673,47.597810081107,112,6005096,0000000,600,Ebright Creek Park,Ebright Creek Park,212th Ave SE and SE 13th Pl,98075
-122.330855013163,47.6159737277353,113,1710,839318,60,Metropolitan Park Bldg,Metropolitan Park Bldg,Boren Ave & Olive Way,98101
-122.348826040314,47.6500874311673,114,2315,915445,600,A. B. Ernst Park,A B Ernst Park,723 N 35th St,98103
-122.319877988756,47.6414975294297,115,902014,774395,902,Branford Bike,Branford Bike,2404 10th Ave E,98102
-122.246510883583,47.2991784218542,116,902029,711490,902,Oshmans Bicycle,Oshmans Bicycle,1101 Supermall Way SW,98001
-121.923017251885,47.6444862206405,117,270,0000000,600,MacDonald Memorial Park,MacDonald Memorial Park,NE 40th St & Tolt Ave,98104
-122.059342598361,47.2888428764315,118,660067,638108,66,Station 97,97,34920 212th AVE SE,98092
-121.962166327424,47.7334796698341,119,6006923,0000000,600,Hix Park,Hix Park,NE 147th Pl and 282nd Ave NE,98019
-122.207439981457,47.6165286673623,120,6006900,0000000,600,Goddard Park,Goddard Mini Park,715 100th Ave NE,98004
-122.211501225686,47.6785353902682,121,6002812,0000000,600,Heritage Park,Heritage Park,NE Woodinville-Duvall Rd and 188th NE,00000
-122.126561192459,47.6206565790843,122,2362,0000000,600,Crossroads Park,Crossroads Park,16000 10th Ave NE,98008
-122.044140526381,47.3950922680725,123,650001,620199,65,KC Precinct 3 Headquarters,KC Precinct 3 HQ,22300 SE 231st St,98038
-122.330001846166,47.6637992763749,124,903033,0,903,Wallingford Farmers Market,Wallingford Farmers Market,4649 Sunnyside Avenue North,98103
-122.269616850814,47.5455970280147,125,1032,0000000,600,Graham Hill Playground,Graham Hill Playground,51st Ave S & S Graham St,98118
-122.318447001147,47.5962100217929,126,6007169,0000000,600,Beacon Place,Beacon Place,5420 22nd Ave NW,98104
-122.297459572308,47.6635570033729,127,5410008,775745,530,Bartell Drugs-Univ Village,Univ Village,2700 NE UNIVERSITY VILLAGE ST,98105
-122.329272226341,47.6029014743891,128,2100001,834099,210,"Licensing Dept-Auto Plates, KC Admin B","Licensing Dept - Auto Plates, KC Admin B",500 4th Ave,98104
-122.11119888038,47.5741156664515,129,6005006,0000000,600,41.5 Mini Park,41.5 Mini Park,SE 156th St and 240th Ave SE,00000
-122.31820689644,47.7302191640054,130,1085,733999,300,Jackson Park Golf Course,Jackson Park GC,1000 NE 135th St,98125
-122.165751978304,47.7174749736655,131,497,0000000,600,132nd Square Park,132nd Square Park,NE 132nd St & 132nd Pl NE,98034
-122.217510056146,47.2980481932668,132,903047,0,903,Auburn International Farmers Market,Auburn International Farmers Market,1140 Auburn Way South,98001
-122.335153899728,47.5990379790757,133,2433,838251,64,Pioneer Square Post Office,Pioneer Square Post Office,91 S Jackson St,98104
-122.387033001491,47.5667687252907,134,6007061,459589,600,Dakota Place Park,Dakota Place Park,4304 SW Dakota St,98116
-122.287950601001,47.756401956291,135,6005068,0000000,600,Eagle Scout Park,Eagle Scout Park,Brookside Blvd NE & NE 178th St,98155
-121.986447787446,47.7257878978753,136,6002614,0000000,600,Big Rock Park,Big Rock Park,26400 NE Big Rock Rd,98019
-122.088686598198,47.4041652856643,137,6003024,0000000,600,Shadow Lake Natural Area,Shadow Lake Natural Area,Peter Grubb Rd SE and SE 224th St,98058
-122.108116757438,47.6910383660939,138,619,0000000,600,Johnathan Hartman Park,Johnathan Hartman Park,17100 NE 104th St,98052
-122.382536316555,47.5930603179242,139,2131,938034,600,Don Armeni Boat Ramp,Don Armeni Park,1228 Harbor Ave SW,98116
-122.386470421516,47.5642612547553,140,2452,464596,64,West Seattle Post Office,West Seattle Post Office,4412 California Ave SW,98116
-122.143462021098,47.6207162972027,141,570011,106241,570,Bellevue Christian Reformed Church P&R,Bellevue Christian Reformed Church P&R,1221 148th Ave NE,98007
-122.188006692044,47.7171709617251,142,570047,31901,570,Kingsgate P&R,Kingsgate P&R,13001 116th Way NE,98034
-122.189153383053,47.5570689263517,143,570070,241280,570,Newport Hills P&R,Newport Hills P&R,5115 113th Pl SE,98006
-122.323564898641,47.5718081183143,144,570094,919998,570,Airport/Spokane P&R,Airport/Spokane P&R,Airport Way/Spokane St,98134
-122.207383120321,47.7110411795709,145,570109,40900,570,Holy Spirit Lutheran Church P&R,Holy Spirit Lutheran Church P&R,10021 NE 124th St,98034
-122.203693065692,47.6760355637958,146,500003,0000000,500,Kirkland Transit Center,Kirkland Transit Center,3rd St & Kirkland Ave.,98033
-122.327303728696,47.7020199611356,147,500004,251994,500,Northgate Transit Center,Northgate Transit Center,NE 102nd St & 1st Ave NE,98125
-122.344774211111,47.6143324475051,148,6007027,0000000,600,Regrade Park,Regrade Park,2251 3rd Ave,98121
-121.917991907951,47.643567978576,149,904005,0000000,904,Carnation Tree Farm/Hjertoos Farm,Carnation Tree Farm/Hjertoos Farm,31523 NE 40th St,00000
-122.151117696428,47.7554763657023,150,1910,0000000,690,Woodinville Towne Center,Woodinville Town Center,NE 175th St & 140th Ave NE,98072
-122.333877587664,47.6061490134946,151,1444,443955,60,Safeco Plaza,Safeco Plaza,1001 4th Ave,98154
-122.231996826982,47.5884523889362,152,2348,0000000,510,Mercer Island P&R during construction,Mercer Island P&R during construction,N Mercer Way & 80th Ave,98040
-122.304682369458,47.3175356521962,153,580034,809149,580,Federal Way Transit Center with bicycle lockers,Federal Way TC,31621 23rd Ave S,98003
-122.327383484724,47.5811905138451,154,580040,0000000,580,SODO Station with bicycle lockers,SODO Station,500 S Lander St,98134
-122.00982226923,47.3156449659488,155,786,0,30,Black Diamond Airport,Black Diamond,24956 Roberts Dr,98010
-122.250598933819,47.4163282302262,156,1242,799781,30,Boeing Kent Heliport,Boeing Kent,S 208th St,98032
-122.477426447034,47.459645794846,157,30010,531883,30,Vashon Airport,Vashon,109th Ave SW,98070
-122.32312374895,47.6520154618144,158,30014,421368,30,Lake Union Heliport Seattle North,Lake Union,3245 Fairview Ave E,98102
-122.195729986657,47.6439107725892,159,581102,0000000,581,South Kirkland P&R with electrical outlets,South Kirkland P&R,10610 NE 38th Pl,98033
-122.254520950752,47.458012415236,160,500013,000000,500,Tukwila Transit Center,Tukwila Transit Center,Andover Park W & Baker Blvd,98188
-122.320200410069,47.6190616347891,161,2456,790261,510,Capitol Hill Link Light Rail Station,Capitol Hill LLR Station,108 Broadway,98102
-122.322026400417,47.3194628729743,162,91,0000000,600,Mirror Lake Park,Mirror Lake Park,S 315th St & 10th Ave S,98003
-122.133306348692,47.6047643407925,163,193,755867,210,Department of Licensing-Bellevue,DOL - Bellevue,156th Ave SE,98007
-122.341721813311,47.6160614603562,164,1465,451043,60,Aetna Plaza,Aetna Plaza,2201 6th Ave,98121
-122.31739290126,47.7355229839684,165,6002259,0000000,600,Paramount Open Space,Paramount Open Space,946 NE 147th St,98155
-122.311908065398,47.2880163096294,166,73,0000000,690,Campus Square at Federal Way,Campus Square at Federal Way,Enchanted Parkway & 348th St,98003
-122.260871855793,47.3054892025127,167,1980,714968,120,Mountain View Cemetery,Mountain View Cemetery,Mountain View Dr & 58th Av S,98001
-122.328539716913,47.602488989057,168,2367,834650,62,King County Chinook Building,King County Chinook Building,401 5th Ave,98104
-122.352135471603,47.5679631200983,169,6007579,0000000,600,Terminal 105 Park,Terminal 105 Park,4260 West Marginal Way SW,98106
-122.29547851552,47.5526751127552,170,909,0000000,600,Dearborn Park,Dearborn Park,S Brandon St & 29th Ave S,98108
-122.278680270462,47.5362396007729,171,1030,480019,600,Othello Playground,Othello Playground,S Othello St & 45th Ave S,98118
-122.333029929621,47.6843175358453,172,6007231,0000000,600,Crescent Place,Crescent Place,N 75th St and Orin Ct N,98103
-122.311695352878,47.6354781185244,173,933,783068,600,Boren Park - Seattle,Boren Park,15th Ave E,98112
-122.323206679304,47.4115540525509,174,1356,0000000,600,Des Moines Memorial Park,Des Moines Memorial Park,SR 509 & Des Moines Memorial Dr S,98198
-122.130615032936,47.3741508255931,175,6005317,0000000,600,Friendship Park,Friendship Park,15808 SE 254th Place,98042
-122.188069517337,47.3525432745809,176,392,879902,600,Pine Tree Park,Pine Tree Park,114th Ave SE,98030
-122.144714582544,47.7335103235765,177,6002709,0000000,600,Northshore Athletic Fields,Northshore Athletic Fields,14600 NE 145th St,98072
-121.994761213705,47.614155748601,178,6003170,0000000,600,Ravenhill Open Space,Ravenhill Open Space,258th Ave NE & NE 8th St,98053
-122.13563860208,47.545721687865,179,6005041,0000000,600,SE 63rd Greenbelt South,SE 63rd Greenbelt South,280th Dr SE & SE 63rd St,00000
-122.138425451301,47.5540922653483,180,6005039,0000000,600,Saddleback Park,Saddleback Park,280th Dr SE & SE 63rd St,00000
-122.142044012704,47.7193403798991,181,6002962,0000000,600,Sammamish River Trail Site,Sammamish River Trail Site,96th Ave NE and NE Bothell Way to 6046 West Lake Sammamish ,98072
-122.119412695578,47.5434423515597,182,6005055,0000000,600,Winfield Open Space,Winfield Open Space,280th Dr SE & SE 63rd St,00000
-122.202384453616,47.6848733278866,183,491,0000000,600,Van Aalst Park,Van Aalst Park,4th St & 13th Ave,98033
-122.206996092759,47.6720780496654,184,6002805,0000000,600,Street End Park,Street End Park,280th Dr SE & SE 63rd St,00000
-121.983389545635,47.5031398832593,185,6002663,0000000,600,West Tiger Mountain NRCA,West Tiger Mountain NRCA,280th Dr SE & SE 63rd St,00000
-122.146654590264,47.5938002325841,186,6002780,0000000,600,Spiritwood Park,Spiritwood Park,280th Dr SE & SE 63rd St,00000
-122.18559702967,47.595873689634,187,161,0000000,600,Mercer Slough Nature Park,Mercer Slough Park,Bellevue Way SE & 112th Ave SE,98004
-122.114850047775,47.5611098942045,188,6005029,0000000,600,Lakemont - Stratford Open Space,Lakemont - Stratford Open Space,280th Dr SE & SE 63rd St,00000
-122.132323018817,47.5616818012019,189,6005048,0000000,600,The Heights Open Space,The Heights Open Space,280th Dr SE & SE 63rd St,00000
-122.156851676139,47.5712426934311,190,6005046,0000000,600,Somerset North Slope Open Space,Somerset North Slope Open Space,280th Dr SE & SE 63rd St,00000
-122.216609563841,47.5553258559465,191,6002750,0000000,600,SE 53rd Open Space,SE 53rd Open Space,280th Dr SE & SE 63rd St,00000
-122.318574414389,47.5927218352626,192,1160,0000000,600,Dr. Rizal Park,Dr Rizal Park,12th Ave S & Judkins St,98144
-122.320683516419,47.6007604259456,193,6002518,0000000,600,Yesler Terrace Playfield,Yesler Terrace Playfield,2300 43rd Ave E,00000
-122.310022859519,47.6418755250814,194,943,0000000,600,Montlake Boulevard,Montlake Park,E Calhoun St 7 16th Ave E,98112
-122.310396936895,47.6465248453069,195,956,0000000,600,West Montlake Park,West Montlake Park,W Park Dr & E Shelby St,98112
-122.223093592942,47.312170334888,196,6002395,0000000,600,Veterans Memorial Park - Auburn,Veterans Memorial Park - Auburn,Park Ave and Auburn Way N,98002
-122.153796516289,47.276922310059,197,33,0000000,600,Cameron Park,Camron Park,Academy Dr SE & Lemon Tree Ln,98032
-122.197448755105,47.2793872549528,198,44,0000000,600,Game Farm Wilderness Park,Game Farm Wilderness Park,Stuck River Dr,98092
-122.171384548914,47.4737822154944,199,6002967,0000000,600,Cedar River Trail Site - Renton,Cedar River Trail Site - Renton,West Lake Sammamish Pkwy and 182nd Ave SE,00000
-122.099154682341,47.3682844645928,200,6005321,0000000,600,Jenkins Creek Trail,Jenkins Creek Trail,SE 262nd St and 180th Ave SE,98042
-121.958297261625,47.1952761079923,201,1942,0000000,300,Enumclaw Golf Course,Enumclaw GC,45220 288th Ave SE,98022
-121.862564367814,47.5455253370577,202,6005387,0000000,600,Whitaker Park,Whitaker Park,6813 SE Eagle Lake Dr,98065
-121.954586812442,47.5366962112352,203,6002332,0000000,600,Preston Ridge Park,Preston Ridge Park,"SE High Point Way, North of SE 82nd St",98027
-121.963482011107,47.740473731059,204,6006926,0000000,600,Duvall Open Space,Duvall Open Space,NE 157th Pl and Manion Way NE,98019
-121.78522412964,47.4904178177253,205,598,0000000,600,Si View Park,Si View County Park,SE Orchard Dr & Meadow Dr SE,98045
-121.82028136482,47.5265591848396,206,6005076,0000000,600,Riverview Park - Snoqualmie,Riverview Park - Snoqualmie,39000 Park St,98065
-122.122912103701,47.6470057256002,207,6002585,0000000,600,Cascade View Park,Cascade View Park,39000 Park St,00000
-122.195308918961,47.6920157321917,208,455,0000000,600,Crestwoods Park,Crestwoods Park,1818 6th St & 19th Ave,98033
-122.406856495238,47.5626787541658,209,989,0000000,600,Emma Schmitz Memorial Overlook,Emma Schmitz Memorial Overlook Park,SW Beach Drive & SW Oregon St,98116
-122.409729213975,47.6403570046765,210,6007142,0000000,600,Parkmont Place,Parkmont Place,Magnolia Blvd W and W Parkmont Pl,98199
-122.390626493173,47.6346721745177,211,6006977,0000000,600,Thorndyke Park,Thorndyke Park,Thorndyke Ave W and Magnolia Way W,98199
-122.390524739737,47.536425614735,212,6007073,0000000,600,Solstice Park,Solstice Park,7400 Fauntleroy Way SW,98136
-122.38452882361,47.668075070946,213,6006972,932719,600,Bergen Place,Bergen Place,5420 22nd Ave NW,98107
-122.34001766648,47.4737332332279,214,6002492,754983,600,Burien Community Center,Burien Community Center,425 SW 144th St,98168
-122.323535550789,47.6237938339025,215,835,0000000,600,Tashkent Park,Tashkent Park,Harvard Ave E & E Mercer,98102
-122.348435929894,47.6303976495392,216,6006994,0000000,600,Bhy Kracke Park,Bhy Kracke Park,1215 5th Ave N,98109
-122.337274152168,47.6136226424508,217,6007165,0000000,600,Westlake Square,Westlake Square,1900 Westlake Ave N,98104
-122.462549850547,47.4045633196112,218,6005302,0000000,600,Marjorie R. Stanley Natural Area,Marjorie R. Stanley Natural Area,Vashon Hwy SW and SW 222nd St,98070
-122.335725990589,47.6178906280329,219,1686,838647,60,Lenora 1000 Bldg,Lenora 1000 Bldg,1000 Lenora St,98121
-122.163653615765,47.75674267902,220,799,81922,720,French Creek Cellars,French Creek Cellars,17721 132nd Ave NE,98072
